player,elo_global,elo_Hard,elo_Clay,elo_Grass
Akira Santillan,1534.9949564892424,1477.5141749985012,1561.4577494397265,1506.6649704269844
Christopher Oconnell,1883.385357790633,1808.3066987871864,1672.5976554515848,1571.6686380368078
Viktor Durasovic,1521.5585291169991,1502.9809019836227,1518.7622821697726,1465.4420707409731
Maxime Janvier,1563.6301831342466,1467.4212159888225,1501.9014643734909,1520.6211202374734
Linh Giang Trinh,1452.249428579462,1463.3582652395198,1486.0,
Aleksandre Metreveli,1394.65519115279,1385.3779706974478,1453.930797277926,
Naoki Nakagawa,1541.6846601604766,1531.4694442406037,1458.0511302891605,
Juan Pablo Paz,1501.0649405684037,1492.645659389821,1483.7911979483038,
Duarte Vale,1401.8228314963587,1458.1318676610674,1416.380290276133,
Johannes Haerteis,1512.4587395743229,1541.8527336740608,1422.286955626571,1487.328897894588
Khumoun Sultanov,1579.8026007315193,1581.9271405538948,1445.4464994254915,1502.0038259956025
Mats Moraing,1585.5587008053114,1575.7890272265415,1568.7847792176683,1431.0665655769635
Joris De Loore,1681.191693727743,1660.127561137158,1590.9587066291504,1510.1188043093196
Rigele Te,1491.411093496142,1458.0657967908253,1494.689123144309,
Tim Van Rijthoven,1693.7067001030011,1613.0275334702071,1512.2755292261047,1553.5010017872785
Jan Choinski,1712.433110536575,1574.5048478912188,1686.0991820909574,1389.237230229924
