player,elo_global,elo_Hard,elo_Clay,elo_Grass
Mikael Ymer,1875.7905096638729,1812.7554374129527,1683.8743815536673,1569.126161543121
Ernesto Escobedo,1560.4876018877856,1558.369935681756,1486.3448048945163,1449.346408651897
Matija Pecotic,1586.6566037716866,1597.0251774808444,1505.6913425221055,1481.7669851402354
Frances Tiafoe,1985.3987094505317,1908.3395254895831,1753.4197434851874,1638.6086714622932
Alexander Erler,1487.463528831404,1420.6645351846992,1504.4358375660752,
Taylor Fritz,2180.456839577972,2069.8612135128888,1914.0417073261128,1717.2903114339929
Eduard Esteve Lobato,1544.0081807776278,1488.304589817414,1534.9450236144762,
Lorenzo Sonego,1866.4195985506483,1780.4915201287602,1747.6325932743136,1597.0238716143206
Corentin Moutet,1887.8034945721424,1757.3751766241232,1811.2656750813949,1549.8440753078305
Gregoire Barrere,1735.4609563055892,1643.1127870327716,1699.267709738295,1558.87296841667
Yusuke Takahashi,1507.7453784380093,1494.7637202484896,1504.8781774806075,
Alexander Bublik,1839.3680926309412,1770.952753252422,1694.8136935906716,1684.2561635393458
Matteo Berrettini,2026.871972982001,1877.564468548686,2031.250372186997,1796.9773724128404
Gregoire Jacq,1521.1263234930532,1494.7640603975003,1501.952376097769,
Hunter Reese,1404.018246039749,1449.5034454282554,1439.545508890371,
Kaito Uesugi,1514.92989940427,1503.881068407968,,
Juan Pablo Ficovich,1649.636993321609,1528.4274293410754,1657.2672862186291,1468.4271041107131
Luciano Doria,1464.8827468617146,1487.7060945953097,1474.8979515525216,
Niki Kaliyanda Poonacha,1415.2409883445453,1404.2664951003062,1468.1247036737907,1514.029480559508
Domagoj Biljesko,1442.6054487039837,1484.5761990653975,1447.183656957166,
Thai Son Kwiatkowski,1561.2872458944776,1578.2447600900257,1515.1929447574043,1404.8352404443558
Geoffrey Blancaneaux,1606.922119160744,1584.244104481342,1561.628232621261,1446.8683963841593
Stefanos Tsitsipas,2037.410929578497,1917.549906260571,2071.5220338830923,1626.9346331774016
Roman Safiullin,1925.909604961064,1856.6949635992712,1701.1065428057927,1600.8447982446776
Michael Mmoh,1755.4802050347532,1689.806114505758,1570.0424992934186,1520.326976756871
Hubert Hurkacz,2022.0250233883748,1926.1812044016967,1905.4544504920648,1695.185746731029
Issei Okamura,1381.7346246728637,1383.5023785296469,1483.9480191095795,
Hernan Casanova,1519.8759936818014,1480.7627407587074,1518.3895999419,1484.0506222060733
Benjamin Lock,1493.4768500285472,1477.4710285999358,1461.8258796392854,1485.6877681061414
Edan Leshem,1517.6028428664388,1480.003694755474,1510.0861215897016,1500.7395166055833
Altug Celikbilek,1597.9341628619231,1577.1437566643392,1481.278340449892,1499.6113923319533
Lucas Catarina,1417.5036014960742,1428.3518703079556,1417.851773713924,
Orlando Luz,1576.8127606052203,1450.8110262408418,1585.5365948455706,
Tommy Paul,2045.3401821791297,1934.1297170204116,1804.967515225752,1728.262202046127
Jaume Munar,1824.42720705118,1614.0082871134423,1805.1883689279348,1449.2886448597872
Dominik Kellovsky,1432.1877201743732,1480.5067342346215,1428.294207479418,
David Poljak,1450.753650907731,1456.3518502887569,1439.1368477471244,
Sebastian Prechtel,1471.0387988413638,1500.4804151862,1453.6800996420372,
Louis Wessels,1488.1763408351203,1383.8988918611071,1505.0001855937269,1465.397989378985
Patrik Rikl,1448.3590651100103,1487.4075776979068,1434.1179986872626,
Zdenek Kolar,1601.327805987304,1541.692651562451,1582.0492898886966,1480.4895503062653
Seong Chan Hong,1725.0627842942586,1685.843357115005,1495.850434482207,1409.8808117063527
Sarp Agabigun,1367.229215208298,1406.691322410809,1415.5328134723693,1477.054305178647
Ivan Gakhov,1594.478788685484,1419.9588556205754,1576.3697623991422,1480.5775368755378
Soon Woo Kwon,1774.1962901811753,1730.2768741655193,1593.509206841891,1514.7946014720246
Louis Tessa,1495.9587068563485,1499.874395481584,1484.0363052220373,
Goncalo Oliveira,1602.6131011556363,1532.1092073884286,1539.526362115448,1467.407576645402
Jea Moon Lee,1436.1177146770976,1419.6718376248934,,
Evgenii Tiurnev,1512.0712979988732,1501.1420866857536,1486.3202402203324,
Ilya Ivashka,1704.2297908078724,1651.2854563489482,1696.357666831139,1561.9949291223782
Alex Knaff,1499.934960238562,1505.9146031839452,1484.4849806484665,
Egor Matvievici,1476.2912926481551,1486.2326082260397,1488.5493101644408,
Hady Habib,1662.0904503461843,1578.6830086620291,1574.4225547518138,
Felix Auger Aliassime,1935.9847065142428,1829.0361752915333,1881.407226770452,1589.5119906780417
Dragos Nicolae Madaras,1542.8021933261734,1503.0157036820178,1499.3983232749918,1480.2958400938207
Reilly Opelka,1804.062627595686,1764.880953743833,1751.3155743315417,1515.926397100557
Denis Shapovalov,1983.6393481046928,1892.87674934298,1810.1514178287648,1609.4492117641255
Yunseong Chung,1613.6902485313078,1597.622560416591,1529.1963962748227,1508.3299217743456
Andrea Pellegrino,1636.4148677755004,1441.5738115651232,1624.0653249323057,1443.996906287127
Michael Geerts,1578.3554342308307,1566.0238731130833,1529.4127664285006,1468.5092769580235
Puriwat Chatpatcharoen,1453.4281838753216,1455.8475823418578,1488.38601660536,
Hugo Grenier,1715.865467398189,1665.1203132717246,1532.9325506836396,1523.2017841637107
Alexandre Muller,1816.090521184812,1684.394628433005,1779.6607283377075,1499.765942631818
Tallon Griekspoor,1966.1873853991276,1875.3607486701787,1778.3940478373,1633.3032897081373
Vadym Ursu,1454.9825698352704,1449.2237500139267,1454.2911991419112,1485.9505183897154
Matias Franco Descotte,1507.4775980076288,1474.4013053575072,1502.096427682323,
Oscar Otte,1718.3926708151184,1608.0042829984604,1653.555798408317,1621.9857958354503
Nicolas Alvarez,1484.9052235548224,1456.3888370065984,1488.6367002962577,
Artem Dubrivnyy,1557.9721003852562,1540.8529133121306,1490.685083037407,
Alex Molcan,1660.7209132010717,1672.7575864999012,1673.6455612676127,1527.325109512201
Kirill Kivattsev,1503.2969927606728,1543.2233677044742,1468.71311065507,
Kuan Yi Lee,1491.913922137765,1480.2493635883586,,
Oscar Jose Gutierrez,1371.6913006327457,1419.8799650854492,1406.1540383341096,
Fajing Sun,1563.0270612580748,1540.141038101746,1432.911466819539,
Nam Hoang Ly,1521.3816302339808,1511.317660582055,1480.8440465118551,
Franco Agamenone,1551.2113294169728,1463.6246985629857,1557.4259804885062,1428.519003543382
Sem Verbeek,1459.1806260453898,1476.6104116897857,1458.8901617148138,
Tomas Barrios Vera,1727.9188830735063,1553.684862593777,1714.5635678486992,1569.699358628574
Bernabe Zapata Miralles,1621.205095212592,1531.6182342707953,1607.922243630004,1509.282149962719
Ivan Denisov,1469.0468213733736,1465.636144873925,1499.5085964488312,
Sebastian Fanselow,1520.869771224554,1545.9918008780144,1475.4290930783068,1488.485082959203
Thomas Fancutt,1451.376238359628,1443.1994266581337,1469.4133705878287,
Pedro Martinez,1803.0628380361588,1653.197920636191,1841.798546175679,1441.9865073246513
Nicola Kuhn,1626.9762749718336,1557.186885879663,1557.7667792938876,1544.5444026575817
Carlos Taberner,1666.7577964471664,1516.1498521495262,1658.291418668067,1462.0596869203223
Antoine Bellier,1505.228211244514,1511.6784090165313,1469.4748889271189,1510.144488160267
Hans Hach Verdugo,1381.6931339117418,1404.7058142551275,1437.0300040191216,
Jirat Navasirisomboon,1448.8093421276162,1460.267676580973,1479.3884032072372,
Jake Delaney,1448.548621176942,1432.7306021239513,,
Sho Katayama,1476.7970385624228,1467.9275325352903,,
Makoto Ochi,1450.883686616792,1436.9325162083603,1482.4882027814251,
Sora Fukuda,1478.2373801972938,1469.237324178034,,
Julian Ocleppo,1531.4715913072591,1503.9206876878095,1505.7956037926592,
Franco Emanuel Egea,1484.928052839196,1488.0,1493.1238750992495,
Santiago Fa Rodriguez Taverna,1592.330526510056,1529.555571981022,1586.2286049573088,1500.3322752105703
Aleksandar Vukic,1876.0008483733784,1796.4549738413134,1622.6833564855017,1578.4399798098589
Lawrence Bataljin,1417.023702614583,1447.0720412173896,1461.558669057437,
Gian Marco Moroni,1564.354953123732,1501.01916230543,1586.686442733498,
Mubarak Shannan Zayid,1480.4499822239688,1466.0415461337457,,
Blake Ellis,1554.930241712472,1534.0653432031563,1507.225094138435,1500.5875575217487
Kody Pearson,1398.6407565750317,1411.8955572936295,1475.6417675524476,
Adam Walton,1722.4251994735987,1686.413538583217,1470.7952081321514,1499.1815068219037
Max Purcell,1815.9275705696125,1713.5147266650497,1541.617610381921,1599.3078214757345
Alexei Popyrin,2016.2973916799615,1946.8141281160335,1737.7964953859378,1567.413325311216
Matias Zukas,1456.198953722334,1482.9678480948337,1461.8321573784192,
Alex De Minaur,2081.228499510223,1985.8441416307792,1903.020991844615,1739.772932279148
Natthasith Kunsuwan,1413.2114039844223,1408.7536287702862,,
Alexandar Lazarov,1598.2918924623173,1585.175440357529,1526.6965060052228,
Nick Chappell,1402.616956996967,1415.6241084360345,1423.3331110242327,1488.268010635319
Alex Rybakov,1574.042866126888,1573.6171923392294,1531.2813482394686,1505.0360400043292
Calum Puttergill,1406.663090698432,1407.3177048230648,1478.2369301234182,
Nick Hardt,1639.1611543520748,1549.0037517072378,1596.1501425091055,1495.860100863541
Federico Maccari,1473.3134251324718,1478.3669704433555,1486.1585007107542,
Manish Sureshkumar,1410.5481537091898,1412.6353770132075,1476.1977870984535,
Adil Kalyanpur,1400.6012282827753,1399.7947033857754,,
Szymon Walkow,1430.4958269998492,1445.563247713539,1462.3607403408885,
Pavel Nejedly,1476.8759534572257,1448.8655224995389,1488.9905625188442,
Karol Drzewiecki,1405.2503016635212,1430.9138057588775,1430.4560837217616,
Ko Suzuki,1500.841359604132,1500.0590479123898,,
Kazuma Kawachi,1440.5286878302663,1439.2427719291231,,
Yuichiro Inui,1457.9602739744105,1454.4666633928498,,
Renta Tokuda,1499.5263691982057,1485.1734604024589,1479.4692242630028,
Shintaro Imai,1497.5432218606436,1478.922533665735,,
Lloyd Harris,1848.5813378838984,1748.6124864893116,1592.5449125203634,1613.2647039467151
Joffrey De Schepper,1435.3722585338232,1431.4130861898443,,
Ugo Humbert,2058.797831631908,2007.179644262416,1689.3181141276905,1629.0599008428449
Manuel Guinard,1637.4451688789186,1573.2312564978226,1610.2546610915606,1459.11772816924
Alexis Gautier,1481.106728932472,1465.717134380023,1436.644646381545,
Lucas Bouquet,1501.6250035325625,1441.4996093591928,1539.910536506279,
Courtney John Lock,1366.766888266717,1391.475378151389,1463.3834968960678,
Eero Vasa,1407.910967316932,1441.240474992136,1441.7261782580354,
Hernando Jose Escurra Isnardi,1506.0318181172206,1475.4510006446671,1520.356048463328,
Casper Ruud,1979.717942742083,1870.4073296212905,2054.7024355400854,1503.2507929855474
Ivar Jose Aramburu Contreras,1364.740203239843,1407.2145738851964,1437.8815882168549,
Cheng Peng Hsieh,1388.399891362444,1396.8441969662254,1470.7022733795532,
Elliot Benchetrit,1536.5278372052803,1553.659650932615,1505.5707990344472,
Eduardo Nava,1552.8602611503152,1450.288915177443,1573.0133010660545,
Alexis Galarneau,1677.135706151125,1644.5382175833292,1530.7300713108948,1502.75488389741
Nicaise Muamba,1400.483408243468,1399.3464773280616,,
Yibing Wu,1845.519472794091,1822.3419070858213,1593.18411603153,1481.926684642183
Daniel Cukierman,1541.6015276754454,1509.3755844238128,1530.5872552639162,1487.426899742065
Nicolas Mejia,1580.3938892412127,1519.2736851037716,1606.205250524282,1474.6707149283372
Esteban Bruna,1445.3404994283028,1500.3488780617363,1442.8183785703134,
Giuseppe Tresca,1422.2022848201864,1478.376293731959,1427.7310838308829,
San Hui Sin,1481.0731812704737,1474.7905501534767,,
Mariano Kestelboim,1548.612703521546,1520.998527060117,1528.7953184022133,
Fernando Yamacita,1427.886254822553,1489.2870413930254,1433.2753548009716,
Thiago Seyboth Wild,1857.8576680208007,1787.3143067470105,1731.9086214868958,1518.672546642994
Mateus Alves,1590.6560327334942,1444.6623928072145,1604.689629358296,
Gabriel Decamps,1495.3295828891105,1487.4412417860108,1485.0717321667496,
Felipe Meligeni Alves,1742.8671290916427,1557.3499360705484,1736.6399739308815,1542.5981212274742
Edoardo Lavagno,1471.821655526651,1449.062292539612,1495.362694400103,
Luis Britto,1413.157458863052,1488.0,1419.026230939176,
Piotr Matuszewski,1384.7210682296925,1458.9181470394722,1409.853075419231,
Mikalai Haliak,1409.4372466575082,1409.282135761648,1434.219398413014,
Vitaliy Sachko,1628.163107662282,1618.3442748796851,1596.6051282915262,1465.0050110422958
Tung Lin Wu,1690.0825662184193,1647.15390351529,1565.3026415818117,1468.6781547295118
Alvaro Lopez San Martin,1527.634423478813,1490.9836663921374,1517.3064534448831,
Jiho Lee,1463.018904363264,1463.0386485878362,,
Sergey Fomin,1480.4837236054673,1420.1594925400475,1526.2377819225285,
Yeongseok Jeong,1460.759479404045,1456.2422939144003,,
Daniel Altmaier,1785.490310165995,1691.884275393012,1722.39915160213,1459.7712437614575
Andrea Vavassori,1736.8247066749582,1670.8857203734,1721.4577379302507,1468.3023202612462
Johan Nikles,1523.1534821120183,1462.798341993893,1525.2800615737117,
Corentin Denolly,1549.083673279729,1491.6406297279057,1523.5895306254672,
Luca Giacomini,1499.8984535008146,1530.3218776713495,1466.344620608157,
Francesco Ferrari,1407.9809826556811,1434.6891376663068,1445.1364573991832,
Giovanni Oradini,1484.5951030359297,1445.07331703692,1503.853499164253,
Vit Kopriva,1761.5161757813398,1620.2803586070036,1705.7824571932754,1552.4079252580914
Matej Vocel,1448.8428546610144,1474.8230520643524,1465.0549783489696,
Rudolf Molleker,1590.9286261663294,1490.6434795960838,1592.836186653814,1471.229221550487
Marcus Walters,1503.8146385978157,1499.4167393587534,,1499.4110614645545
Alastair Gray,1566.136727073686,1529.9621795535609,,1444.042921725221
Alexis Canter,1452.0383518596616,1474.0377330413469,,1473.5367446320795
Antoine Cornut Chauvinc,1518.2295225951605,1516.3741405394885,1446.112233675889,
Filip Duda,1475.7996157521425,,1473.7307885568969,
Petr Nouza,1573.0642654732994,1492.8581564537706,1565.986547134083,
Lukas Klein,1800.4116043833064,1752.345599688865,1683.8940245681854,1550.5615357355705
Jay Clarke,1572.1097178122436,1537.6428910042878,1488.020049665084,1418.8809512959438
Benjamin Bonzi,1928.7455414371943,1870.525874038558,1613.3468047566191,1580.663186336327
Gianluca Di Nicola,1449.4292102297366,1494.7628928026957,1442.5935220541487,
Timo Stodder,1524.6774831559082,1480.8470414153628,1527.162381138674,
Karl Friberg,1510.8725184209814,1495.717417189254,1493.4031614650874,
Alejandro Tabilo,1906.2925503063725,1785.3731733412926,1839.4270545765007,1578.9279787369712
Benjamin Sigouin,1401.0140531362374,1397.9039108990196,1488.1430407302587,
Marvin Moeller,1552.4964238485152,1566.3614741301762,1528.7867049213353,
Kacper Zuk,1525.120052009999,1506.6428642743529,1553.370251706575,1495.9500540224212
Tadas Babelis,1435.2722334333926,1449.2394318283737,1474.548577107971,
Kristjan Tamm,1442.7709927560147,1481.3981313143618,1451.119320826736,
Ulises Blanch,1541.0869166629554,1531.9226462815686,1536.3955514398913,1497.809760698261
Brandon Walkin,1455.9174387331875,1464.3677303906195,1465.6072865270446,
Uisung Park,1475.9602000366372,1472.331093039413,,
Hendrik Jebens,1441.0290811931263,1454.49050365811,1462.112904285853,
Giorgio Ricca,1414.8016483857518,1467.546574948732,1428.3307340491808,
Tommaso Compagnucci,1421.359952566067,1479.3392595653131,1426.6390186893937,
Dominik Recek,1479.0521820013296,,1476.8765928446987,
Enzo Wallart,1460.5519746932232,1455.3256594421132,1479.2535292875243,
Alex Lawson,1342.5766227535682,1386.1994006622822,1413.854548314366,
Nicolas Alvarez Varona,1587.570199989876,1560.272570339097,1531.9507190803922,
Antoine Hoang,1487.1013647386585,1501.5759870873103,1486.193948083966,1545.0735620594492
Botic Van De Zandschulp,1895.145895525892,1825.7557430579668,1745.6574108116135,1551.7482507888333
Grigoriy Lomakin,1284.0064964972337,1349.3248454421637,1341.0301285868445,
Marek Gengel,1442.8653797043924,1489.069135865066,1350.5671248026763,1487.4897148697312
Jie Cui,1533.76409665715,1514.0834827837189,1461.3133156808406,
David Pichler,1482.354389013968,1453.817267462515,1486.1557905832783,
Ergi Kirkin,1524.4010237144987,1430.2882697044954,1564.3525834806403,1487.405742000733
Federico Bertuccioli,1468.283495043096,,1464.9499478520809,
Dan Martin,1444.2088483672032,1437.7374823590535,1493.4072393264244,
Niklas Schell,1425.13770129519,1434.0979475652784,1462.7116542556544,
Giovanni Fonio,1642.371318808942,1619.140072948365,1598.378621102432,
Vasil Kirkov,1484.9778602442134,1488.5966715599627,1486.1705655810306,
Davide Galoppini,1435.1367536175203,1477.710267493553,1442.363069252248,
Federico Arnaboldi,1615.6909340520654,1454.7476130844454,1620.9264471921554,
Chanon Phunsawat,1488.6383248803857,1488.2454348833037,,
Iouri Sant Syromolotov Netrebin,1473.3377769559868,1486.2149615686312,1487.7633134034124,
Javier Barranco Cosano,1649.9277221494542,1562.3970428472,1602.8984133350905,1501.4343639700069
Ivan Marrero Curbelo,1466.4342575720852,1488.3879705208328,1448.9733570436954,
Clement Chidekh,1611.9762613766816,1603.530894926853,1515.447308602301,1490.0234405237934
Adrian Andrzejczuk,1467.8695674063113,1487.4091975006836,1476.7530974814397,
Dominik Koepfer,1844.268713021135,1800.304362324366,1755.1902560668932,1531.273271751735
Sebastian Ofner,1779.9083746099989,1725.905494478041,1737.5715248750969,1562.7727224798564
Jose Fco Vidal Azorin,1465.5300411853495,1489.2098882968232,1468.4870569486066,
Cengiz Aksu,1472.837185720317,1464.7462583716122,,
S Mert Ozdemir,1450.1646444419353,1450.705838819267,,
Tomas Vaise,1453.4678725231147,1451.4699971425384,,
Gabriel Pascotto Tumasonis,1437.9573188288118,1487.418397313033,1448.470884877674,
Adrian Andreev,1614.9098703602465,1577.897708304409,1610.35291960715,1455.826698690006
Bogdan Pavel,1495.269322888935,1521.426609405672,1455.5083297628537,
Marek Jaloviec,1432.6203581977918,1476.1291995396818,1435.0197746520614,1466.1425680062127
Kyle Seelig,1482.9242492984151,1459.0175330236164,1508.953273361311,
Dragos Constantin Ignat,1475.418579924975,1484.033371976764,1486.3924205720557,
Alex Kobelt,1429.362206114248,1427.8085013993532,,
J J Wolf,1708.20191589646,1650.5938715481248,1626.7032657758948,1523.9410752650476
Yu Hsiou Hsu,1627.7020335757738,1606.4528628588291,1460.8353490647223,1428.5767740754263
Luigi Sorrentino,1481.6293845137277,1487.3156506319906,1478.9263858997851,
Jenson Brooksby,1961.209450061865,1922.055637192513,1631.677883879456,1553.719714023151
Evan Zhu,1429.1325253415205,1432.2660221076787,1493.3432451673534,1465.2834848441364
Zizou Bergs,1899.3417639946863,1788.0204029018505,1779.912786712619,1586.250782894026
Christopher Heyman,1460.0226405060694,1502.1084809430572,1415.895163568919,
Gauthier Onclin,1612.6798792756792,1565.6460504140416,1580.548390271333,1494.61774813139
Pavel Petrov,1463.895802578231,1475.360782187449,1487.776842929749,
Francisco Cerundolo,1942.7455337579183,1827.3951534162804,1908.834386450208,1533.8695708104324
Franco Ribero,1466.2832753374814,1486.347570152928,1477.058781190497,
Genaro Alberto Olivieri,1616.683377148937,1517.4859596366516,1617.074224362511,1436.0056768553277
Juan Bautista Otegui,1481.128913311017,1516.535058391558,1466.6746365156832,
Camilo Ugo Carabelli,1781.768561477363,1533.140519758448,1758.4938485222085,1455.275948213481
Brandon Nakashima,1947.8729041227089,1855.774494584365,1745.950296538812,1632.6853475104504
Keegan Smith,1540.798405286693,1532.6409870691175,1469.1296293913017,
Nicolas Bruna,1405.002470724553,1489.518737993874,1407.1993269773989,
Stuart Parker,1541.3667028675968,1564.263430747926,,1392.9003695971082
Evan Furness,1560.431857802116,1531.2308574887263,1562.4552436386423,1476.6116470399834
Alexander Cozbinov,1440.604480249359,1432.8071075840671,1489.18988136519,
Siddharth Vishwakarma,1445.6089238261015,1436.184072507876,,
Abhinav Sanjeev Shanmugam,1458.4231949084708,1452.2076348973203,,
Anirudh Chandrasekar,1421.8210973812334,1432.638017649737,1479.2856652857367,
Henrik Wiersholm,1487.527307571782,1485.333264124731,,
Roy Smith,1418.220701267439,1408.8189308288738,1479.7276767162018,
Arjun Mehrotra,1461.425435525615,1460.7159489100056,,
Jurij Rodionov,1692.0278630742955,1672.6563593780695,1564.144728071348,1490.3029918163977
Leopold Zima,1422.2725213343022,1451.5436292294555,1460.3601299649154,
Yuki Mochizuki,1523.9926518613977,1514.2352179345417,,
Sho Shimabukuro,1718.5825256620874,1657.079837939863,1536.5267229141034,1572.3111300621388
Ren Nakamura,1415.144953681897,1442.258386597572,1474.6107715322714,
Shinji Hazawa,1487.1158627176685,1473.3800942074763,,
Kazuki Nishiwaki,1408.1365676582548,1402.872980022821,,
Patric Prinoth,1431.9932840417068,1429.6444386665362,,
Scott Jones,1463.1396220788029,1459.1587759788404,,
Luca Wiedenmann,1506.1999006631402,1511.9940718530695,1488.95325172066,
Yosuke Watanuki,1793.749935745072,1750.5282824493513,1624.5210372707854,1562.960131685726
Rio Noguchi,1577.038067991882,1561.2097910177372,1423.1177087511264,1476.4804559345844
Yuta Shimizu,1699.3882100839426,1664.8357401241744,1474.8347762837268,1513.3557315556682
Ignacio Carou,1336.4833664801558,1474.8484027724046,1338.366578089901,
Ezekiel Clark,1386.39408364566,1378.6336756489532,1514.2514555083058,
Aleksandar Kovacevic,1684.1801881514823,1652.8007618214897,1499.966533312803,1481.3619721660557
Beibit Zhukayev,1712.8901187609556,1628.019670479117,1494.432520617826,1549.1182840748706
Sean Van Rensburg,1471.174043874788,1470.2799260999805,,
Tomislav Edward Papac,1459.7261949114693,1459.4616423937182,,
Matthew Dellavedova,1491.7050938804985,1429.1887730404512,1512.608697633572,
Corey Gaal,1472.526588571184,1472.4581024863865,,
Jesse Delaney,1433.9916997237751,1430.9321722628845,,
Benjamin Hassan,1711.239656198942,1648.40995149245,1669.365938967021,1486.7268449914104
Florian Broska,1481.7699584440809,1491.4466322622684,1486.9886685674387,
Aziz Dougaz,1599.2266171661258,1554.5914442364924,1553.4427933016657,1459.4741092363265
Menelaos Efstathiou,1426.8156955331638,1435.279938234852,1479.1193071768446,
Hong Kit Jack Wong,1497.0217816084064,1494.7493293032107,,
Hamid Reza Nadaf,1499.2419459277205,1514.4737655432118,1486.0,
Alexander Merino,1362.4227871684182,1466.569339621223,1380.27599879562,
Yshai Oliel,1505.9187352182362,1468.103565422229,1508.8311276471843,
Anthony Susanto,1442.783342583644,1455.7231167138953,1486.0,
Sathi Reddy,1437.8787911647128,1464.9084243961172,1477.008769043963,1487.72943406401
Mate Valkusz,1651.6804443504475,1590.5208213432677,1604.7365379905702,1480.742757700252
Fabian Marozsan,1855.363394224875,1798.18100783998,1739.295937580472,1487.4680228582235
Zsombor Piros,1668.6947635720485,1630.118906287951,1612.1401629610052,1535.367509613732
Matteo Martineau,1644.5962681062215,1626.189520302207,1508.0743407173072,1492.482942829012
Alan Fernando Rubio Fierros,1425.7318866660464,1455.7716073373597,1438.341873190747,
Boris Kozlov,1418.7817354543454,1429.7226277864902,1476.608492820469,
Masamichi Imamura,1521.189918011417,1508.3125752209191,,
Matias Soto,1606.27135540453,1515.0370864697247,1572.347686437684,
Tomas Gerini,1484.8163354691344,1498.7896014316418,1487.997510213854,
Thiago Agustin Tirante,1704.0968250790747,1599.9293590742225,1658.6747570663197,1490.9422237362626
Fermin Tenti,1449.578911231902,1473.944059071421,1465.13424871374,
Miomir Kecmanovic,1885.7873795985893,1771.4060476436134,1788.7527402748156,1556.8741348333615
Maxime Mora,1448.815903359099,1466.243441947827,1469.5740940117169,
August Holmgren,1644.370795472962,1604.4909830338438,1510.842937520606,
Mykyta Mashtakov,1468.567765206329,,1465.3925834389706,
Cing Yang Meng,1480.4514086878746,1479.2996667954774,,
Sebastian Korda,2051.7367057901074,1956.0324681183877,1750.7308146886726,1642.0249028435005
Patrick Kypson,1650.4658987564155,1639.6500821955826,1559.2629849413315,1493.7508432408615
Andrea Del Federico,1411.16895502376,1488.7896155394062,1406.3816242875546,
Alejandro Davidovich Fokina,1912.648137688831,1850.191779865101,1792.9267116381632,1504.392198675778
Robert Galloway,1430.7543332512323,1453.1906359070845,1448.593855441407,
Ji Hoon Son,1525.3672081101024,1515.0785212944086,,
Yurii Dzhavakian,1486.30144277649,1494.5543178565788,1479.299776271168,
Luca Potenza,1506.235568462637,1500.0123569892062,1488.5981153644298,
Bogdan Bobrov,1482.216571227962,1469.6506951552774,1506.294912665046,
Kai Wehnelt,1457.0660862398656,1467.4198523350965,1462.8782684569787,
Felix Corwin,1509.7493895362577,1498.5301996921382,1494.8906656656768,
Brandon Holt,1681.8470897795958,1640.1840203173592,1501.7268164227369,1484.6811614443725
Moez Echargui,1563.4331374578885,1511.1366925588316,1549.9188660947675,
Jannik Opitz,1477.89955345453,,1476.776825766819,
Arvid Nordquist,1489.04805797298,,1489.7190211580478,
Marc Andrea Huesler,1763.9499186100095,1695.656618458652,1666.1117333023287,1550.3456821501716
Michiel De Krom,1442.1206294362878,,1441.260980398687,
Timur Maulenov,1409.1566503149886,1439.9842533194933,1454.9576221587229,
William Blumberg,1565.3452628851508,1534.6564705336364,,1506.5761755268188
Patrick Kaukovalta,1474.1757771661262,1488.1539294082395,1473.2800291118697,
Jacopo Berrettini,1599.5467243231135,1487.694517542292,1582.589880928136,
Riccardo Balzerani,1417.161422867788,1490.1855049733308,1404.6963156921793,
Taha Baadi,1410.1403543441816,1403.665446874616,1487.462411208764,
Alejandro Hoyos Franco,1426.051940007827,1486.4062281390757,1437.3815284278232,
Henri Squire,1703.073873859744,1602.4250625438003,1678.4473962467537,1444.6050515236602
Mats Rosenkranz,1575.119057542288,1562.0631342783452,1463.8214272194014,1466.4919508433527
Borna Gojo,1846.0220495175904,1799.256798295058,1675.1597940377733,1453.4210499831831
Alexander Weis,1527.2173639241596,1415.8455938362292,1503.4889275999035,
Tao Mu,1465.1174185661112,1461.470369782489,,
Gijs Brouwer,1718.765775115063,1632.033212734079,1591.039211591324,1568.2056117993266
Koray Kirci,1432.1412440398713,1450.8442377913589,1466.1343337962835,1485.2206603965494
Vlad Andrei Dumitru,1453.7478625581996,,1449.5511814184645,
Vlad Andrei Dancu,1501.7894719963106,,1497.09094205698,
Yanki Erel,1494.4851879802443,1505.0379513954824,1455.2650554174909,1489.391132977844
Olukayode Alafia Damina Ayeni,1482.9894778925102,1479.790564466387,1471.2058229845468,1472.8536129488257
Akram El Sallaly,1485.495144801508,1492.3809396434738,1495.991426329914,
Tsung Hao Huang,1459.4997986739593,1455.022304798153,,
Chun Hsin Tseng,1661.24240410754,1566.0346455661602,1703.9711888495483,1432.707882076664
Sebastian Baez,1830.7055663184735,1674.8776041414117,1889.6747261160065,1457.6523960253369
Jack Vance,1472.7834747058134,1472.439164562745,,
Matthew Christopher Romios,1394.3960185941548,1405.3538448818692,1457.6123427755126,
Jakub Paul,1615.069029404511,1574.0797788085558,1510.1487057874062,
Mirko Martinez,1448.9538499243606,1458.975202512623,1478.559374128013,
Clement Tabur,1553.0869386461864,1416.6900225944355,1559.7721153241112,1477.305705944361
Shohei Chikami,1472.778532710099,1472.059007478683,,
Enrico Dalla Valle,1603.3593900822525,1505.0308313858488,1602.5899493533984,
Andrea Guerrieri,1493.091186148856,1450.7345453719993,1497.1043890498877,
Dhakshineswar Suresh,1472.4951620075683,1467.3300823185814,,
Colin Sinclair,1503.3685801472209,1490.3593226284268,1514.263383051726,
Palaphoom Kovapitukted,1460.2891581328872,1437.70338215818,1514.0,
Nitin Kumar Sinha,1449.3581540953596,1448.6859713184033,,
Jason Taylor,1419.061733068467,1440.3302701664272,1470.264615879135,
Jaimee Floyd Angele,1456.4769587122985,1466.8994842803008,1470.2598219924444,1484.2892857803004
